date,team,elo
2023-04-10,SJS,1323
2023-04-12,SJS,1318
2023-04-13,SJS,1316
2023-10-12,SJS,1313
2023-10-14,SJS,1309
2023-10-17,SJS,1305
2023-10-19,SJS,1303
2023-10-21,SJS,1299
2023-10-24,SJS,1296
2023-10-26,SJS,1292
2023-10-27,SJS,1289
2023-10-29,SJS,1283
2023-11-02,SJS,1279
2023-11-04,SJS,1273
2023-11-07,SJS,1286
2023-11-09,SJS,1301
2023-11-10,SJS,1299
2023-11-12,SJS,1292
2023-11-14,SJS,1289
2023-11-16,SJS,1304
2023-11-20,SJS,1301
2023-11-22,SJS,1297
2023-11-24,SJS,1289
2023-11-25,SJS,1305
2023-11-27,SJS,1318
2023-11-30,SJS,1316
2023-12-01,SJS,1332
2023-12-03,SJS,1329
2023-12-05,SJS,1344
2023-12-07,SJS,1359
2023-12-10,SJS,1356
2023-12-12,SJS,1370
2023-12-15,SJS,1362
2023-12-17,SJS,1358
2023-12-19,SJS,1353
2023-12-21,SJS,1345
2023-12-23,SJS,1341
2023-12-27,SJS,1337
2023-12-28,SJS,1332
2023-12-31,SJS,1329
2024-01-02,SJS,1321
2024-01-04,SJS,1317
2024-01-06,SJS,1312
2024-01-09,SJS,1308
2024-01-11,SJS,1322
2024-01-13,SJS,1316
2024-01-15,SJS,1311
2024-01-16,SJS,1303
2024-01-20,SJS,1313
2024-01-22,SJS,1329
2024-01-23,SJS,1344
2024-01-27,SJS,1337
2024-01-30,SJS,1350
2024-01-31,SJS,1341
2024-02-14,SJS,1337
2024-02-15,SJS,1352
2024-02-17,SJS,1341
2024-02-19,SJS,1336
2024-02-24,SJS,1330
2024-02-27,SJS,1323
2024-02-29,SJS,1313
2024-03-02,SJS,1310
2024-03-03,SJS,1306
2024-03-05,SJS,1302
2024-03-07,SJS,1296
2024-03-09,SJS,1309
2024-03-12,SJS,1305
2024-03-14,SJS,1299
2024-03-16,SJS,1292
2024-03-17,SJS,1284
2024-03-19,SJS,1281
2024-03-21,SJS,1277
2024-03-23,SJS,1267
2024-03-26,SJS,1264
2024-03-28,SJS,1261
2024-03-30,SJS,1278
2024-04-01,SJS,1271
2024-04-04,SJS,1266
2024-04-06,SJS,1282
2024-04-07,SJS,1275
2024-04-09,SJS,1269
2024-04-11,SJS,1285
2024-04-13,SJS,1279
2024-04-15,SJS,1276
2024-04-18,SJS,1272
2021-01-31,STL,1511
2021-02-02,STL,1520
2021-02-04,STL,1508
2021-02-06,STL,1497
2021-02-08,STL,1486
2021-02-12,STL,1498
2021-02-13,STL,1509
2021-02-15,STL,1500
2021-02-18,STL,1509
2021-02-20,STL,1497
2021-02-22,STL,1486
2021-02-24,STL,1476
2021-02-27,STL,1487
2021-03-01,STL,1497
2021-03-03,STL,1506
2021-03-05,STL,1517
2021-03-06,STL,1507
2021-03-08,STL,1497
2021-03-12,STL,1487
2021-03-13,STL,1478
2021-03-17,STL,1469
2021-03-19,STL,1480
2021-03-20,STL,1491
2021-03-22,STL,1484
2021-03-25,STL,1477
2021-03-26,STL,1464
2021-03-28,STL,1452
2021-04-02,STL,1446
2021-04-03,STL,1440
2021-04-05,STL,1432
2021-04-07,STL,1445
2021-04-09,STL,1457
2021-04-10,STL,1469
2021-04-14,STL,1461
2021-04-17,STL,1452
2021-04-22,STL,1445
2021-04-24,STL,1458
2021-04-26,STL,1471
2021-04-28,STL,1485
2021-04-29,STL,1499
2021-05-01,STL,1492
2021-05-03,STL,1499
2021-05-05,STL,1485
2021-05-07,STL,1479
2021-05-08,STL,1474
2021-05-10,STL,1484
2021-05-12,STL,1496
2021-05-13,STL,1507
2021-05-17,STL,1501
2021-05-19,STL,1495
2021-05-21,STL,1488
2021-05-23,STL,1481
2021-10-16,STL,1496
2021-10-18,STL,1505
2021-10-20,STL,1518
2021-10-23,STL,1524
2021-10-25,STL,1530
2021-10-28,STL,1521
2021-10-30,STL,1527
2021-11-03,STL,1515
2021-11-04,STL,1524
2021-11-07,STL,1512
2021-11-09,STL,1522
2021-11-11,STL,1511
2021-11-13,STL,1504
2021-11-14,STL,1495
2021-11-16,STL,1481
2021-11-18,STL,1489
2021-11-20,STL,1479
2021-11-22,STL,1491
2021-11-24,STL,1480
2021-11-26,STL,1470
2021-11-27,STL,1479
2021-11-30,STL,1492
2021-12-02,STL,1486
2021-12-04,STL,1480
2021-12-07,STL,1493
2021-12-09,STL,1501
2021-12-11,STL,1507
2021-12-12,STL,1495
2021-12-14,STL,1506
2021-12-17,STL,1514
2021-12-19,STL,1503
2021-12-29,STL,1513
2022-01-01,STL,1526
2022-01-05,STL,1518
2022-01-07,STL,1528
2022-01-09,STL,1537
2022-01-13,STL,1542
2022-01-15,STL,1532
2022-01-17,STL,1542
2022-01-21,STL,1549
2022-01-23,STL,1558
2022-01-24,STL,1547
2022-01-27,STL,1555
2022-01-29,STL,1541
2022-02-10,STL,1526
2022-02-12,STL,1533
2022-02-15,STL,1542
2022-02-17,STL,1527
2022-02-19,STL,1540
2022-02-22,STL,1546
2022-02-25,STL,1550
2022-02-27,STL,1557
2022-03-02,STL,1548
2022-03-05,STL,1536
2022-03-06,STL,1523
2022-03-08,STL,1509
2022-03-10,STL,1520
2022-03-12,STL,1532
2022-03-13,STL,1519
2022-03-17,STL,1509
2022-03-19,STL,1499
2022-03-22,STL,1511
2022-03-24,STL,1496
2022-03-26,STL,1487
2022-03-28,STL,1496
2022-03-30,STL,1507
2022-04-01,STL,1499
2022-04-02,STL,1512
2022-04-04,STL,1518
2022-04-06,STL,1524
2022-04-08,STL,1535
2022-04-09,STL,1544
2022-04-12,STL,1556
2022-04-14,STL,1564
2022-04-16,STL,1574
2022-04-17,STL,1584
2022-04-19,STL,1573
2022-04-21,STL,1579
2022-04-23,STL,1584
2022-04-24,STL,1589
2022-04-26,STL,1581
2022-04-29,STL,1567
2022-05-02,STL,1579
2022-05-04,STL,1571
2022-05-06,STL,1561
2022-05-08,STL,1572
2022-05-10,STL,1584
2022-05-12,STL,1594
2022-05-17,STL,1586
2022-05-19,STL,1599
2022-05-21,STL,1589
2022-05-23,STL,1580
2022-05-25,STL,1593
2022-05-27,STL,1583
2022-10-15,STL,1588
2022-10-19,STL,1594
2022-10-22,STL,1605
2022-10-24,STL,1593
2022-10-26,STL,1581
2022-10-27,STL,1568
2022-10-29,STL,1553
2022-10-31,STL,1541
2022-11-03,STL,1529
2022-11-07,STL,1523
2022-11-08,STL,1510
2022-11-10,STL,1515
2022-11-12,STL,1528
2022-11-14,STL,1543
2022-11-16,STL,1550
2022-11-17,STL,1557
2022-11-19,STL,1561
2022-11-21,STL,1565
2022-11-23,STL,1553
2022-11-25,STL,1546
2022-11-26,STL,1557
2022-11-28,STL,1545
2022-12-01,STL,1534
2022-12-03,STL,1525
2022-12-05,STL,1515
2022-12-06,STL,1527
2022-12-08,STL,1517
2022-12-11,STL,1509
2022-12-12,STL,1518
2022-12-15,STL,1531
2022-12-16,STL,1541
2022-12-19,STL,1550
2022-12-20,STL,1539
2022-12-23,STL,1530
2022-12-27,STL,1521
2022-12-29,STL,1525
2022-12-31,STL,1515
2023-01-03,STL,1528
2023-01-05,STL,1538
2023-01-07,STL,1525
2023-01-08,STL,1537
2023-01-10,STL,1545
2023-01-12,STL,1532
2023-01-14,STL,1524
2023-01-16,STL,1531
2023-01-19,STL,1539
2023-01-21,STL,1524
2023-01-24,STL,1513
2023-01-26,STL,1500
2023-01-28,STL,1493
2023-01-30,STL,1485
2023-02-11,STL,1491
2023-02-14,STL,1501
2023-02-16,STL,1511
2023-02-18,STL,1502
2023-02-19,STL,1493
2023-02-21,STL,1488
2023-02-23,STL,1475
2023-02-25,STL,1464
2023-02-28,STL,1454
2023-03-02,STL,1462
2023-03-04,STL,1455
2023-03-07,STL,1444
2023-03-09,STL,1450
2023-03-11,STL,1459
2023-03-12,STL,1451
2023-03-15,STL,1443
2023-03-17,STL,1455
2023-03-19,STL,1466
2023-03-21,STL,1454
2023-03-23,STL,1465
2023-03-25,STL,1473
2023-03-26,STL,1467
2023-03-28,STL,1478
2023-03-30,STL,1486
2023-04-01,STL,1477
2023-04-02,STL,1472
2023-04-04,STL,1479
2023-04-06,STL,1491
2023-04-08,STL,1484
2023-04-12,STL,1475
2023-04-13,STL,1468
2023-10-12,STL,1462
2023-10-14,STL,1473
2023-10-19,STL,1459
2023-10-21,STL,1468
2023-10-24,STL,1460
2023-10-26,STL,1471
2023-10-27,STL,1464
2023-11-01,STL,1459
2023-11-03,STL,1471
2023-11-04,STL,1478
2023-11-07,STL,1468
2023-11-09,STL,1475
2023-11-11,STL,1489
2023-11-14,STL,1498
2023-11-16,STL,1483
2023-11-18,STL,1476
2023-11-19,STL,1485
2023-11-22,STL,1493
2023-11-24,STL,1482
2023-11-26,STL,1490
2023-11-28,STL,1480
2023-11-30,STL,1490
2023-12-02,STL,1479
2023-12-04,STL,1494
2023-12-06,STL,1486
2023-12-08,STL,1473
2023-12-09,STL,1461
2023-12-12,STL,1450
2023-12-14,STL,1460
2023-12-16,STL,1472
2023-12-19,STL,1463
2023-12-21,STL,1477
2023-12-23,STL,1483
2023-12-27,STL,1495
2023-12-29,STL,1486
2023-12-30,STL,1477
2024-01-04,STL,1488
2024-01-06,STL,1501
2024-01-09,STL,1494
2024-01-11,STL,1506
2024-01-13,STL,1497
2024-01-15,STL,1486
2024-01-18,STL,1476
2024-01-20,STL,1485
2024-01-23,STL,1496
2024-01-24,STL,1510
2024-01-26,STL,1521
2024-01-28,STL,1528
2024-01-30,STL,1513
2024-02-10,STL,1523
2024-02-11,STL,1531
2024-02-13,STL,1522
2024-02-15,STL,1534
2024-02-17,STL,1522
2024-02-19,STL,1512
2024-02-22,STL,1519
2024-02-24,STL,1510
2024-02-27,STL,1503
2024-02-28,STL,1497
2024-03-02,STL,1506
2024-03-04,STL,1517
2024-03-05,STL,1507
2024-03-07,STL,1497
2024-03-09,STL,1490
2024-03-11,STL,1503
2024-03-13,STL,1512
2024-03-16,STL,1521
2024-03-17,STL,1526
2024-03-19,STL,1517
2024-03-21,STL,1526
2024-03-23,STL,1537
2024-03-25,STL,1526
2024-03-28,STL,1534
2024-03-30,STL,1517
2024-04-01,STL,1529
2024-04-04,STL,1521
2024-04-06,STL,1505
2024-04-07,STL,1511
2024-04-10,STL,1516
2024-04-12,STL,1508
2024-04-14,STL,1515
2024-04-17,STL,1508
2021-02-01,TBL,1509
2021-02-03,TBL,1517
2021-02-05,TBL,1525
2021-02-08,TBL,1535
2021-02-09,TBL,1545
2021-02-11,TBL,1535
2021-02-13,TBL,1545
2021-02-15,TBL,1533
2021-02-20,TBL,1524
2021-02-22,TBL,1536
2021-02-24,TBL,1545
2021-02-25,TBL,1553
2021-02-27,TBL,1559
2021-03-02,TBL,1567
2021-03-04,TBL,1577
2021-03-05,TBL,1567
2021-03-07,TBL,1577
2021-03-09,TBL,1584
2021-03-11,TBL,1571
2021-03-13,TBL,1577
2021-03-15,TBL,1563
2021-03-16,TBL,1570
2021-03-18,TBL,1577
2021-03-20,TBL,1584
2021-03-21,TBL,1592
2021-03-23,TBL,1598
2021-03-25,TBL,1584
2021-03-27,TBL,1574
2021-03-30,TBL,1559
2021-04-01,TBL,1565
2021-04-03,TBL,1571
2021-04-04,TBL,1557
2021-04-06,TBL,1544
2021-04-08,TBL,1552
2021-04-10,TBL,1563
2021-04-13,TBL,1553
2021-04-15,TBL,1562
2021-04-17,TBL,1550
2021-04-19,TBL,1559
2021-04-20,TBL,1548
2021-04-22,TBL,1553
2021-04-25,TBL,1558
2021-04-27,TBL,1567
2021-04-29,TBL,1573
2021-05-01,TBL,1560
2021-05-02,TBL,1568
2021-05-05,TBL,1574
2021-05-07,TBL,1560
2021-05-08,TBL,1551
2021-05-10,TBL,1543
2021-05-16,TBL,1555
2021-05-18,TBL,1567
2021-05-20,TBL,1556
2021-05-22,TBL,1566
2021-05-24,TBL,1557
2021-05-26,TBL,1567
2021-05-30,TBL,1578
2021-06-01,TBL,1589
2021-06-03,TBL,1577
2021-06-05,TBL,1586
2021-06-08,TBL,1596
2021-06-13,TBL,1584
2021-06-15,TBL,1593
2021-06-17,TBL,1604
2021-06-19,TBL,1594
2021-06-21,TBL,1603
2021-06-23,TBL,1593
2021-06-25,TBL,1602
2021-06-28,TBL,1610
2021-06-30,TBL,1617
2021-07-02,TBL,1626
2021-07-05,TBL,1614
2021-07-07,TBL,1621
2021-10-12,TBL,1608
2021-10-14,TBL,1614
2021-10-16,TBL,1623
2021-10-19,TBL,1611
2021-10-23,TBL,1599
2021-10-25,TBL,1585
2021-10-26,TBL,1595
2021-10-28,TBL,1599
2021-11-01,TBL,1607
2021-11-04,TBL,1595
2021-11-06,TBL,1602
2021-11-09,TBL,1591
2021-11-13,TBL,1600
2021-11-15,TBL,1608
2021-11-18,TBL,1616
2021-11-20,TBL,1600
2021-11-21,TBL,1608
2021-11-23,TBL,1613
2021-11-26,TBL,1618
2021-11-28,TBL,1608
2021-11-30,TBL,1595
2021-12-02,TBL,1601
2021-12-04,TBL,1611
2021-12-05,TBL,1617
2021-12-07,TBL,1622
2021-12-09,TBL,1632
2021-12-11,TBL,1618
2021-12-14,TBL,1623
2021-12-16,TBL,1628
2021-12-21,TBL,1639
2021-12-28,TBL,1642
2021-12-30,TBL,1631
2021-12-31,TBL,1618
2022-01-02,TBL,1607
2022-01-04,TBL,1613
2022-01-06,TBL,1619
2022-01-08,TBL,1606
2022-01-11,TBL,1610
2022-01-13,TBL,1616
2022-01-15,TBL,1622
2022-01-18,TBL,1630
2022-01-21,TBL,1616
2022-01-22,TBL,1623
2022-01-27,TBL,1627
2022-01-29,TBL,1614
2022-02-01,TBL,1619
2022-02-10,TBL,1611
2022-02-11,TBL,1616
2022-02-15,TBL,1621
2022-02-23,TBL,1627
2022-02-26,TBL,1636
2022-03-01,TBL,1640
2022-03-03,TBL,1627
2022-03-04,TBL,1632
2022-03-06,TBL,1637
2022-03-08,TBL,1623
2022-03-10,TBL,1613
2022-03-12,TBL,1601
2022-03-13,TBL,1610
2022-03-16,TBL,1615
2022-03-19,TBL,1603
2022-03-22,TBL,1593
2022-03-24,TBL,1584
2022-03-26,TBL,1590
2022-03-27,TBL,1598
2022-03-29,TBL,1607
2022-04-01,TBL,1611
2022-04-02,TBL,1594
2022-04-04,TBL,1583
2022-04-06,TBL,1572
2022-04-08,TBL,1562
2022-04-10,TBL,1567
2022-04-12,TBL,1557
2022-04-14,TBL,1561
2022-04-16,TBL,1568
2022-04-19,TBL,1553
2022-04-21,TBL,1564
2022-04-23,TBL,1572
2022-04-24,TBL,1586
2022-04-26,TBL,1591
2022-04-28,TBL,1577
2022-04-29,TBL,1586
2022-05-02,TBL,1578
2022-05-04,TBL,1590
2022-05-06,TBL,1580
2022-05-08,TBL,1590
2022-05-10,TBL,1582
2022-05-12,TBL,1592
2022-05-14,TBL,1604
2022-05-17,TBL,1616
2022-05-19,TBL,1628
2022-05-22,TBL,1637
2022-05-23,TBL,1645
2022-06-01,TBL,1635
2022-06-03,TBL,1625
2022-06-05,TBL,1634
2022-06-07,TBL,1642
2022-06-09,TBL,1652
2022-06-11,TBL,1659
2022-06-15,TBL,1651
2022-06-18,TBL,1643
2022-06-20,TBL,1654
2022-06-22,TBL,1644
2022-06-24,TBL,1657
2022-06-26,TBL,1647
2022-10-11,TBL,1636
2022-10-14,TBL,1641
2022-10-15,TBL,1629
2022-10-18,TBL,1612
2022-10-21,TBL,1623
2022-10-22,TBL,1628
2022-10-25,TBL,1616
2022-10-26,TBL,1620
2022-10-29,TBL,1625
2022-11-01,TBL,1630
2022-11-03,TBL,1618
2022-11-05,TBL,1624
2022-11-08,TBL,1611
2022-11-11,TBL,1598
2022-11-13,TBL,1604
2022-11-15,TBL,1611
2022-11-17,TBL,1618
2022-11-19,TBL,1625
2022-11-21,TBL,1615
2022-11-25,TBL,1622
2022-11-28,TBL,1628
2022-11-29,TBL,1620
2022-12-01,TBL,1624
2022-12-03,TBL,1632
2022-12-06,TBL,1616
2022-12-08,TBL,1622
2022-12-10,TBL,1629
2022-12-13,TBL,1635
2022-12-15,TBL,1639
2022-12-17,TBL,1644
2022-12-20,TBL,1633
2022-12-21,TBL,1618
2022-12-28,TBL,1622
2022-12-29,TBL,1629
2022-12-31,TBL,1633
2023-01-03,TBL,1636
2023-01-04,TBL,1625
2023-01-06,TBL,1614
2023-01-10,TBL,1617
2023-01-12,TBL,1622
2023-01-14,TBL,1630
2023-01-16,TBL,1639
2023-01-18,TBL,1645
2023-01-19,TBL,1633
2023-01-21,TBL,1620
2023-01-24,TBL,1627
2023-01-26,TBL,1638
2023-01-28,TBL,1644
2023-02-06,TBL,1632
2023-02-07,TBL,1615
2023-02-09,TBL,1623
2023-02-11,TBL,1631
2023-02-14,TBL,1640
2023-02-15,TBL,1624
2023-02-18,TBL,1612
2023-02-21,TBL,1615
2023-02-23,TBL,1601
2023-02-25,TBL,1609
2023-02-26,TBL,1596
2023-02-28,TBL,1583
2023-03-02,TBL,1570
2023-03-04,TBL,1559
2023-03-05,TBL,1552
2023-03-07,TBL,1557
2023-03-09,TBL,1545
2023-03-11,TBL,1550
2023-03-12,TBL,1538
2023-03-14,TBL,1550
2023-03-16,TBL,1562
2023-03-18,TBL,1567
2023-03-19,TBL,1556
2023-03-21,TBL,1543
2023-03-23,TBL,1532
2023-03-25,TBL,1527
2023-03-28,TBL,1540
2023-03-30,TBL,1546
2023-04-01,TBL,1554
2023-04-05,TBL,1546
2023-04-06,TBL,1536
2023-04-08,TBL,1525
2023-04-11,TBL,1516
2023-04-13,TBL,1523
2023-04-18,TBL,1536
2023-04-20,TBL,1528
2023-04-22,TBL,1519
2023-04-24,TBL,1510
2023-04-27,TBL,1524
2023-04-29,TBL,1515
2023-10-10,TBL,1524
2023-10-14,TBL,1512
2023-10-15,TBL,1502
2023-10-17,TBL,1493
2023-10-19,TBL,1503
2023-10-21,TBL,1494
2023-10-24,TBL,1505
2023-10-26,TBL,1509
2023-10-30,TBL,1498
2023-11-02,TBL,1485
2023-11-04,TBL,1496
2023-11-06,TBL,1489
2023-11-07,TBL,1498
2023-11-09,TBL,1484
2023-11-11,TBL,1476
2023-11-14,TBL,1467
2023-11-16,TBL,1476
2023-11-18,TBL,1487
2023-11-20,TBL,1502
2023-11-22,TBL,1492
2023-11-24,TBL,1505
2023-11-27,TBL,1499
2023-11-28,TBL,1487
2023-11-30,TBL,1476
2023-12-02,TBL,1470
2023-12-04,TBL,1482
2023-12-06,TBL,1490
2023-12-07,TBL,1482
2023-12-09,TBL,1492
2023-12-12,TBL,1485
2023-12-14,TBL,1498
2023-12-16,TBL,1488
2023-12-19,TBL,1497
2023-12-21,TBL,1509
2023-12-23,TBL,1519
2023-12-27,TBL,1510
2023-12-30,TBL,1502
2023-12-31,TBL,1509
2024-01-02,TBL,1502
2024-01-04,TBL,1513
2024-01-06,TBL,1506
2024-01-09,TBL,1515
2024-01-11,TBL,1524
2024-01-13,TBL,1529
2024-01-18,TBL,1536
2024-01-20,TBL,1546
2024-01-21,TBL,1536
2024-01-23,TBL,1546
2024-01-25,TBL,1553
2024-01-27,TBL,1561
2024-02-07,TBL,1552
2024-02-08,TBL,1540
2024-02-10,TBL,1547
2024-02-13,TBL,1559
2024-02-15,TBL,1568
2024-02-17,TBL,1559
2024-02-19,TBL,1545
2024-02-22,TBL,1531
2024-02-24,TBL,1539
2024-02-25,TBL,1549
2024-02-27,TBL,1538
2024-02-29,TBL,1526
2024-03-02,TBL,1531
2024-03-07,TBL,1520
2024-03-09,TBL,1528
2024-03-14,TBL,1539
2024-03-16,TBL,1553
2024-03-19,TBL,1563
2024-03-21,TBL,1567
2024-03-23,TBL,1557
2024-03-24,TBL,1562
2024-03-27,TBL,1571
2024-03-30,TBL,1577
2024-04-01,TBL,1563
2024-04-03,TBL,1575
2024-04-04,TBL,1582
2024-04-06,TBL,1570
2024-04-09,TBL,1574
2024-04-11,TBL,1560
2024-04-13,TBL,1549
2024-04-15,TBL,1537
2024-04-17,TBL,1547
2021-02-04,TOR,1509
2021-02-06,TOR,1517
2021-02-08,TOR,1525
2021-02-10,TOR,1536
2021-02-13,TOR,1524
2021-02-15,TOR,1511
2021-02-17,TOR,1519
2021-02-18,TOR,1527
2021-02-20,TOR,1537
2021-02-22,TOR,1525
2021-02-24,TOR,1533
2021-02-27,TOR,1545
2021-03-01,TOR,1556
2021-03-03,TOR,1567
2021-03-04,TOR,1554
2021-03-06,TOR,1542
2021-03-09,TOR,1530
2021-03-11,TOR,1539
2021-03-13,TOR,1528
2021-03-14,TOR,1517
2021-03-19,TOR,1505
2021-03-20,TOR,1514
2021-03-25,TOR,1524
2021-03-27,TOR,1534
2021-03-29,TOR,1524
2021-03-31,TOR,1536
2021-04-02,TOR,1547
2021-04-04,TOR,1556
2021-04-05,TOR,1564
2021-04-07,TOR,1571
2021-04-10,TOR,1577
2021-04-12,TOR,1565
2021-04-13,TOR,1551
2021-04-15,TOR,1540
2021-04-18,TOR,1529
2021-04-20,TOR,1519
2021-04-22,TOR,1531
2021-04-24,TOR,1542
2021-04-28,TOR,1551
2021-04-29,TOR,1558
2021-05-01,TOR,1564
2021-05-03,TOR,1552
2021-05-06,TOR,1559
2021-05-08,TOR,1566
2021-05-12,TOR,1555
2021-05-14,TOR,1544
2021-05-20,TOR,1530
2021-05-22,TOR,1537
2021-05-24,TOR,1546
2021-05-25,TOR,1554
2021-05-27,TOR,1540
2021-05-29,TOR,1528
2021-05-31,TOR,1515
2021-10-13,TOR,1525
2021-10-14,TOR,1515
2021-10-16,TOR,1524
2021-10-18,TOR,1512
2021-10-22,TOR,1499
2021-10-23,TOR,1492
2021-10-25,TOR,1485
2021-10-27,TOR,1494
2021-10-30,TOR,1502
2021-11-02,TOR,1513
2021-11-04,TOR,1525
2021-11-06,TOR,1535
2021-11-08,TOR,1521
2021-11-10,TOR,1531
2021-11-12,TOR,1539
2021-11-13,TOR,1546
2021-11-16,TOR,1555
2021-11-18,TOR,1564
2021-11-20,TOR,1551
2021-11-21,TOR,1561
2021-11-24,TOR,1568
2021-11-26,TOR,1576
2021-11-28,TOR,1584
2021-12-01,TOR,1593
2021-12-04,TOR,1584
2021-12-05,TOR,1572
2021-12-07,TOR,1578
2021-12-09,TOR,1568
2021-12-11,TOR,1574
2021-12-14,TOR,1584
2022-01-01,TOR,1589
2022-01-05,TOR,1596
2022-01-08,TOR,1588
2022-01-11,TOR,1599
2022-01-12,TOR,1584
2022-01-15,TOR,1594
2022-01-19,TOR,1585
2022-01-22,TOR,1594
2022-01-26,TOR,1600
2022-01-29,TOR,1606
2022-01-31,TOR,1610
2022-02-01,TOR,1615
2022-02-07,TOR,1624
2022-02-10,TOR,1613
2022-02-12,TOR,1600
2022-02-14,TOR,1606
2022-02-17,TOR,1614
2022-02-19,TOR,1601
2022-02-21,TOR,1585
2022-02-22,TOR,1573
2022-02-24,TOR,1583
2022-02-26,TOR,1590
2022-02-28,TOR,1598
2022-03-02,TOR,1581
2022-03-05,TOR,1568
2022-03-07,TOR,1576
2022-03-08,TOR,1580
2022-03-10,TOR,1565
2022-03-13,TOR,1551
2022-03-15,TOR,1560
2022-03-17,TOR,1570
2022-03-19,TOR,1560
2022-03-23,TOR,1565
2022-03-26,TOR,1551
2022-03-27,TOR,1562
2022-03-29,TOR,1574
2022-03-31,TOR,1581
2022-04-02,TOR,1586
2022-04-04,TOR,1597
2022-04-05,TOR,1589
2022-04-07,TOR,1599
2022-04-09,TOR,1603
2022-04-12,TOR,1587
2022-04-14,TOR,1595
2022-04-16,TOR,1602
2022-04-17,TOR,1609
2022-04-19,TOR,1612
2022-04-21,TOR,1601
2022-04-23,TOR,1594
2022-04-24,TOR,1604
2022-04-26,TOR,1608
2022-04-29,TOR,1617
2022-05-02,TOR,1625
2022-05-04,TOR,1613
2022-05-06,TOR,1623
2022-05-08,TOR,1613
2022-05-10,TOR,1621
2022-05-12,TOR,1611
2022-05-14,TOR,1599
2022-10-12,TOR,1584
2022-10-13,TOR,1591
2022-10-15,TOR,1596
2022-10-17,TOR,1580
2022-10-20,TOR,1588
2022-10-22,TOR,1597
2022-10-24,TOR,1586
2022-10-27,TOR,1571
2022-10-29,TOR,1560
2022-10-30,TOR,1545
2022-11-02,TOR,1550
2022-11-05,TOR,1562
2022-11-06,TOR,1574
2022-11-08,TOR,1563
2022-11-11,TOR,1550
2022-11-12,TOR,1556
2022-11-15,TOR,1565
2022-11-17,TOR,1552
2022-11-19,TOR,1558
2022-11-21,TOR,1546
2022-11-23,TOR,1556
2022-11-25,TOR,1567
2022-11-26,TOR,1577
2022-11-28,TOR,1585
2022-11-30,TOR,1589
2022-12-03,TOR,1581
2022-12-06,TOR,1591
2022-12-08,TOR,1598
2022-12-10,TOR,1605
2022-12-13,TOR,1608
2022-12-15,TOR,1597
2022-12-17,TOR,1586
2022-12-20,TOR,1597
2022-12-22,TOR,1600
2022-12-27,TOR,1609
2022-12-29,TOR,1595
2022-12-31,TOR,1606
2023-01-03,TOR,1593
2023-01-05,TOR,1579
2023-01-07,TOR,1584
2023-01-08,TOR,1590
2023-01-11,TOR,1597
2023-01-12,TOR,1583
2023-01-14,TOR,1576
2023-01-17,TOR,1584
2023-01-19,TOR,1593
2023-01-21,TOR,1579
2023-01-23,TOR,1585
2023-01-25,TOR,1593
2023-01-27,TOR,1579
2023-01-29,TOR,1586
2023-02-01,TOR,1577
2023-02-10,TOR,1582
2023-02-11,TOR,1566
2023-02-15,TOR,1570
2023-02-18,TOR,1575
2023-02-19,TOR,1561
2023-02-21,TOR,1571
2023-02-24,TOR,1579
2023-02-26,TOR,1588
2023-03-01,TOR,1577
2023-03-02,TOR,1585
2023-03-04,TOR,1572
2023-03-07,TOR,1583
2023-03-11,TOR,1591
2023-03-13,TOR,1577
2023-03-15,TOR,1566
2023-03-17,TOR,1577
2023-03-18,TOR,1586
2023-03-21,TOR,1575
2023-03-23,TOR,1585
2023-03-25,TOR,1577
2023-03-26,TOR,1586
2023-03-29,TOR,1573
2023-04-01,TOR,1582
2023-04-02,TOR,1567
2023-04-04,TOR,1571
2023-04-06,TOR,1565
2023-04-08,TOR,1570
2023-04-10,TOR,1581
2023-04-11,TOR,1590
2023-04-13,TOR,1601
2023-04-18,TOR,1588
2023-04-20,TOR,1596
2023-04-22,TOR,1605
2023-04-24,TOR,1614
2023-04-27,TOR,1600
2023-04-29,TOR,1609
2023-05-02,TOR,1597
2023-05-04,TOR,1586
2023-05-07,TOR,1578
2023-05-10,TOR,1590
2023-05-12,TOR,1579
2023-10-11,TOR,1583
2023-10-14,TOR,1591
2023-10-16,TOR,1575
2023-10-19,TOR,1567
2023-10-21,TOR,1576
2023-10-24,TOR,1582
2023-10-26,TOR,1593
2023-10-28,TOR,1582
2023-10-31,TOR,1570
2023-11-02,TOR,1564
2023-11-04,TOR,1552
2023-11-06,TOR,1559
2023-11-08,TOR,1545
2023-11-10,TOR,1552
2023-11-11,TOR,1561
2023-11-17,TOR,1569
2023-11-19,TOR,1577
2023-11-24,TOR,1562
2023-11-25,TOR,1550
2023-11-28,TOR,1561
2023-11-30,TOR,1568
2023-12-02,TOR,1559
2023-12-07,TOR,1568
2023-12-09,TOR,1576
2023-12-11,TOR,1565
2023-12-12,TOR,1577
2023-12-14,TOR,1561
2023-12-16,TOR,1567
2023-12-19,TOR,1557
2023-12-21,TOR,1545
2023-12-23,TOR,1551
2023-12-27,TOR,1537
2023-12-29,TOR,1523
2023-12-30,TOR,1512
2024-01-02,TOR,1524
2024-01-03,TOR,1530
2024-01-06,TOR,1535
2024-01-09,TOR,1539
2024-01-11,TOR,1528
2024-01-13,TOR,1519
2024-01-14,TOR,1507
2024-01-16,TOR,1501
2024-01-18,TOR,1512
